franchise,part,title,year,franchise_length,rating,rating_avg,rating_diff_avg,rating_rel_avg,quality_avg
Free Willy,3,Free Willy 3: The Rescue,1997,3,2.38,2.58,-0.2,-8.0,worse
French Fried Vacation,1,French Fried Vacation,1978,3,3.21,3.06,0.15,5.0,better
French Fried Vacation,2,French Fried Vacation 2: The Bronzés go Skiing,1979,3,3.62,3.06,0.56,18.0,better
French Fried Vacation,3,French Fried Vacations 3: Friends Forever,2006,3,2.34,3.06,-0.72,-24.0,worse
Friday,1,Friday,1995,3,3.53,3.07,0.46,15.0,better
Friday,2,Next Friday,2000,3,2.9,3.07,-0.17,-6.0,worse
Friday,3,Friday After Next,2002,3,2.77,3.07,-0.3,-10.0,worse
From Dusk Till Dawn,1,From Dusk Till Dawn,1996,3,3.5,2.65,0.85,32.0,better
From Dusk Till Dawn,2,From Dusk Till Dawn 2: Texas Blood Money,1999,3,2.17,2.65,-0.48,-18.0,worse
From Dusk Till Dawn,3,From Dusk Till Dawn 3: The Hangman's Daughter,1999,3,2.28,2.65,-0.37,-14.0,worse
From Vegas to Macau,1,From Vegas to Macau,2014,3,2.88,2.73,0.15,5.0,better
From Vegas to Macau,2,From Vegas to Macau II,2015,3,2.74,2.73,0.01,0.0,better
From Vegas to Macau,3,From Vegas to Macau III,2016,3,2.58,2.73,-0.15,-5.0,worse
Fu Manchu (Christopher Lee),1,The Face of Fu Manchu,1965,5,3.0,2.78,0.22,8.0,better
Fu Manchu (Christopher Lee),2,The Brides of Fu Manchu,1966,5,3.01,2.78,0.23,8.0,better
Fu Manchu (Christopher Lee),3,The Vengeance of Fu Manchu,1967,5,2.97,2.78,0.19,7.0,better
Fu Manchu (Christopher Lee),4,The Blood of Fu Manchu,1968,5,2.72,2.78,-0.06,-2.0,worse
Fu Manchu (Christopher Lee),5,The Castle of Fu Manchu,1969,5,2.19,2.78,-0.59,-21.0,worse
Fukrey,1,Fukrey,2013,3,3.23,3.08,0.15,5.0,better
Fukrey,2,Fukrey Returns,2017,3,3.06,3.08,-0.02,-1.0,worse
Fukrey,3,Fukrey 3,2023,3,2.95,3.08,-0.13,-4.0,worse
Fullmetal Alchemist (Live-Action),1,Fullmetal Alchemist,2017,3,2.2,2.45,-0.25,-10.0,worse
Fullmetal Alchemist (Live-Action),2,Fullmetal Alchemist: The Revenge of Scar,2022,3,2.42,2.45,-0.03,-1.0,worse
Fullmetal Alchemist (Live-Action),3,Fullmetal Alchemist: The Final Alchemy,2022,3,2.73,2.45,0.28,11.0,better
Futurama,1,Futurama: Bender's Big Score,2007,4,3.74,3.48,0.26,7.0,better
Futurama,2,Futurama: The Beast with a Billion Backs,2008,4,3.37,3.48,-0.11,-3.0,worse
Futurama,3,Futurama: Bender's Game,2008,4,3.37,3.48,-0.11,-3.0,worse
Futurama,4,Futurama: Into the Wild Green Yonder,2009,4,3.43,3.48,-0.05,-1.0,worse
G.O.R.A.,1,G.O.R.A.,2004,3,3.75,3.38,0.37,11.0,better
G.O.R.A.,2,A.R.O.G,2008,3,3.47,3.38,0.09,3.0,better
G.O.R.A.,3,Arif V 216,2018,3,2.93,3.38,-0.45,-13.0,worse
Gamera (Heisei),1,Gamera: Guardian of the Universe,1995,3,3.57,3.68,-0.11,-3.0,worse
Gamera (Heisei),2,Gamera 2: Attack of Legion,1996,3,3.68,3.68,0.0,0.0,equal
Gamera (Heisei),3,Gamera 3: Revenge of Iris,1999,3,3.79,3.68,0.11,3.0,better
Gamera (Showa),1,"Gamera, the Giant Monster",1965,8,3.02,2.69,0.33,12.0,better
Gamera (Showa),2,Gamera vs. Barugon,1966,8,3.0,2.69,0.31,12.0,better
Gamera (Showa),3,Gamera vs. Gyaos,1967,8,3.03,2.69,0.34,13.0,better
Gamera (Showa),4,Gamera vs. Viras,1968,8,2.57,2.69,-0.12,-4.0,worse
Gamera (Showa),5,Gamera vs. Guiron,1969,8,2.88,2.69,0.19,7.0,better
Gamera (Showa),6,Gamera vs. Jiger,1970,8,2.84,2.69,0.15,6.0,better
Gamera (Showa),7,Gamera vs. Zigra,1971,8,2.37,2.69,-0.32,-12.0,worse
Gamera (Showa),8,Gamera: Super Monster,1980,8,1.82,2.69,-0.87,-32.0,worse
Gamma One,1,"The Wild, Wild Planet",1966,4,3.01,2.92,0.09,3.0,better
Gamma One,2,War of the Planets,1966,4,2.98,2.92,0.06,2.0,better
Gamma One,3,War Between the Planets,1966,4,2.92,2.92,0.0,0.0,equal
Gamma One,4,Snow Devils,1967,4,2.76,2.92,-0.16,-5.0,worse
Gantz,1,Gantz,2010,4,3.16,3.19,-0.03,-1.0,worse
Gantz,2,Another Gantz,2011,4,3.21,3.19,0.02,1.0,better
Gantz,3,Gantz: Perfect Answer,2011,4,3.09,3.19,-0.1,-3.0,worse
Gantz,4,GANTZ:O,2016,4,3.31,3.19,0.12,4.0,better
Garfield CGI,1,Garfield Gets Real,2007,3,2.21,2.29,-0.08,-3.0,worse
Garfield CGI,2,Garfield's Fun Fest,2008,3,2.4,2.29,0.11,5.0,better
Garfield CGI,3,Garfield's Pet Force,2009,3,2.25,2.29,-0.04,-2.0,worse
Gates of Hell Trilogy,1,City of the Living Dead,1980,3,3.44,3.4,0.04,1.0,better
Gates of Hell Trilogy,2,The Beyond,1981,3,3.52,3.4,0.12,4.0,better
Gates of Hell Trilogy,3,The House by the Cemetery,1981,3,3.23,3.4,-0.17,-5.0,worse
Gett,1,To Take A Wife,2004,3,3.61,3.7,-0.09,-2.0,worse
Gett,2,The Seven Days,2008,3,3.48,3.7,-0.22,-6.0,worse
Gett,3,Gett: The Trial of Viviane Amsalem,2014,3,4.0,3.7,0.3,8.0,better
Ghost in the Shell: Arise,1,Ghost in the Shell Arise - Border 1: Ghost Pain,2013,5,3.28,3.3,-0.02,-1.0,worse
Ghost in the Shell: Arise,2,Ghost in the Shell: Arise - Border 2: Ghost Whispers,2013,5,3.32,3.3,0.02,1.0,better
Ghost in the Shell: Arise,3,Ghost in the Shell: Arise - Border 3: Ghost Tears,2014,5,3.28,3.3,-0.02,-1.0,worse
Ghost in the Shell: Arise,4,Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,2014,5,3.36,3.3,0.06,2.0,better
Ghost in the Shell: Arise,5,Ghost in the Shell: The New Movie,2015,5,3.24,3.3,-0.06,-2.0,worse
Ghost in the Shell: Stand Alone Complex,1,Ghost in the Shell: Stand Alone Complex – The Laughing Man,2005,4,3.85,3.64,0.21,6.0,better
Ghost in the Shell: Stand Alone Complex,2,Ghost in the Shell: S.A.C. 2nd GIG – Individual Eleven,2006,4,3.8,3.64,0.15,4.0,better
Ghost in the Shell: Stand Alone Complex,3,Ghost in the Shell: Stand Alone Complex – Solid State Society,2006,4,3.73,3.64,0.08,2.0,better
Ghost in the Shell: Stand Alone Complex,4,Ghost in the Shell: SAC_2045 Sustainable War,2021,4,3.2,3.64,-0.44,-12.0,worse
Ghostbusters,1,Ghostbusters,1984,3,3.76,3.32,0.44,13.0,better
Ghostbusters,2,Ghostbusters II,1989,3,3.12,3.32,-0.2,-6.0,worse
Ghostbusters,3,Ghostbusters: Afterlife,2021,3,3.07,3.32,-0.25,-8.0,worse
Ghoulies,1,Ghoulies,1985,4,2.38,2.45,-0.07,-3.0,worse
Ghoulies,2,Ghoulies II,1987,4,2.79,2.45,0.34,14.0,better
Ghoulies,3,Ghoulies III: Ghoulies Go to College,1990,4,2.49,2.45,0.04,2.0,better
Ghoulies,4,Ghoulies IV,1994,4,2.14,2.45,-0.31,-13.0,worse
Ginger Snaps,1,Ginger Snaps,2000,3,3.61,3.14,0.47,15.0,better
Ginger Snaps,2,Ginger Snaps 2: Unleashed,2004,3,3.13,3.14,-0.01,-0.0,worse
Ginger Snaps,3,Ginger Snaps Back: The Beginning,2004,3,2.68,3.14,-0.46,-15.0,worse
Glass Tiger collection,1,Glass Tiger,2001,3,3.48,3.29,0.19,6.0,better
Glass Tiger collection,2,Glass Tiger 2,2006,3,3.3,3.29,0.01,0.0,better
Glass Tiger collection,3,Glass Tiger 3,2010,3,3.1,3.29,-0.19,-6.0,worse
Goal!,1,Goal!,2005,3,3.13,2.43,0.7,29.0,better
Goal!,2,Goal! II: Living the Dream,2007,3,2.64,2.43,0.21,9.0,better
Goal!,3,Goal III: Taking on the World,2009,3,1.53,2.43,-0.9,-37.0,worse
God's Not Dead,1,God's Not Dead,2014,4,1.46,1.74,-0.28,-16.0,worse
God's Not Dead,2,God's Not Dead 2,2016,4,1.61,1.74,-0.13,-7.0,worse
God's Not Dead,3,God's Not Dead: A Light in Darkness,2018,4,1.94,1.74,0.2,11.0,better
God's Not Dead,4,God's Not Dead: We The People,2020,4,1.96,1.74,0.22,13.0,better
Godzilla (Heisei),1,The Return of Godzilla,1984,7,3.45,3.38,0.07,2.0,better
Godzilla (Heisei),2,Godzilla vs. Biollante,1989,7,3.5,3.38,0.12,4.0,better
Godzilla (Heisei),3,Godzilla vs. King Ghidorah,1991,7,3.39,3.38,0.01,0.0,better
Godzilla (Heisei),4,Godzilla vs. Mothra,1992,7,3.26,3.38,-0.12,-4.0,worse
Godzilla (Heisei),5,Godzilla vs. Mechagodzilla II,1993,7,3.31,3.38,-0.07,-2.0,worse
Godzilla (Heisei),6,Godzilla vs. SpaceGodzilla,1994,7,2.99,3.38,-0.39,-12.0,worse
Godzilla (Heisei),7,Godzilla vs. Destoroyah,1995,7,3.73,3.38,0.35,10.0,better
Godzilla (Millennium),1,Godzilla 2000: Millennium,1999,6,3.09,3.26,-0.18,-6.0,worse
Godzilla (Millennium),2,Godzilla vs. Megaguirus,2000,6,2.87,3.26,-0.4,-12.0,worse
Godzilla (Millennium),3,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,6,3.64,3.26,0.38,12.0,better
Godzilla (Millennium),4,Godzilla Against MechaGodzilla,2002,6,3.38,3.26,0.11,3.0,better
Godzilla (Millennium),5,Godzilla: Tokyo S.O.S.,2003,6,3.24,3.26,-0.02,-1.0,worse
Godzilla (Millennium),6,Godzilla: Final Wars,2004,6,3.37,3.26,0.1,3.0,better
Godzilla Anime,1,Godzilla: Planet of the Monsters,2017,3,2.63,2.57,0.06,2.0,better
Godzilla Anime,2,Godzilla: City on the Edge of Battle,2018,3,2.57,2.57,0.0,0.0,equal
Godzilla Anime,3,Godzilla: The Planet Eater,2018,3,2.5,2.57,-0.07,-3.0,worse
Godzilla,1,Godzilla,2014,3,3.01,2.85,0.16,6.0,better
Godzilla,2,Godzilla: King of the Monsters,2019,3,2.76,2.85,-0.09,-3.0,worse
Godzilla,3,Godzilla vs. Kong,2021,3,2.79,2.85,-0.06,-2.0,worse
Gogol,1,Gogol. The Beginning,2017,3,3.01,3.09,-0.08,-3.0,worse
Gogol,2,Gogol. Viy,2018,3,3.08,3.09,-0.01,-0.0,worse
Gogol,3,Gogol. A Terrible Vengeance,2018,3,3.19,3.09,0.1,3.0,better
Golmaal,1,Golmaal - Fun Unlimited,2006,4,3.32,2.8,0.52,19.0,better
Golmaal,2,Golmaal Returns,2008,4,2.73,2.8,-0.07,-2.0,worse
Golmaal,3,Golmaal 3,2010,4,2.81,2.8,0.01,0.0,better
Golmaal,4,Golmaal Again,2017,4,2.35,2.8,-0.45,-16.0,worse
Goopy Bagha Trilogy,1,Goopy Gyne Bagha Byne,1969,3,3.85,3.71,0.14,4.0,better
Goopy Bagha Trilogy,2,The Kingdom of Diamonds,1980,3,3.81,3.71,0.1,3.0,better
Goopy Bagha Trilogy,3,Goopy Bagha Feere Elo,1992,3,3.48,3.71,-0.23,-6.0,worse
Greek Tragedy Trilogy,1,Electra,1962,3,3.59,3.53,0.06,2.0,better
Greek Tragedy Trilogy,2,The Trojan Women,1971,3,3.32,3.53,-0.21,-6.0,worse
Greek Tragedy Trilogy,3,Iphigenia,1977,3,3.69,3.53,0.16,5.0,better
Green Street Hooligans,1,Green Street Hooligans,2005,3,3.4,2.63,0.77,29.0,better
Green Street Hooligans,2,Green Street Hooligans 2,2009,3,2.11,2.63,-0.52,-20.0,worse
Green Street Hooligans,3,Green Street Hooligans: Underground,2013,3,2.38,2.63,-0.25,-10.0,worse
Guardians of the Galaxy,1,Guardians of the Galaxy,2014,3,3.77,3.75,0.02,1.0,better
Guardians of the Galaxy,2,Guardians of the Galaxy Vol. 2,2017,3,3.5,3.75,-0.25,-7.0,worse
Guardians of the Galaxy,3,Guardians of the Galaxy Vol. 3,2023,3,3.99,3.75,0.24,6.0,better
Guinea Pig,1,Guinea Pig: Devil's Experiment,1985,7,2.1,2.7,-0.6,-22.0,worse
Guinea Pig,2,Guinea Pig 2: Flower of Flesh and Blood,1985,7,2.76,2.7,0.06,2.0,better
Guinea Pig,3,Guinea Pig 3: He Never Dies,1986,7,2.65,2.7,-0.05,-2.0,worse
Guinea Pig,4,Guinea Pig 4: Devil Woman Doctor,1986,7,2.76,2.7,0.06,2.0,better
Guinea Pig,5,Guinea Pig 5: Android of Notre Dame,1988,7,2.33,2.7,-0.37,-14.0,worse
Guinea Pig,6,Guinea Pig: Mermaid in the Manhole,1988,7,3.31,2.7,0.61,23.0,better
Guinea Pig,7,Lucky Sky Diamond,1989,7,2.96,2.7,0.26,10.0,better
Gunbuster & Diebuster,1,Diebuster: The Movie,2006,3,3.53,3.56,-0.03,-1.0,worse
Gunbuster & Diebuster,2,Gunbuster vs Diebuster: Aim for the Top! The GATTAI!! Movie,2006,3,3.59,3.56,0.03,1.0,better
Gunbuster & Diebuster,3,Gunbuster: The Movie,2006,3,3.56,3.56,0.0,0.0,equal
Gwendolyn Shepherd,1,Ruby Red,2013,3,2.87,2.83,0.04,1.0,better
Gwendolyn Shepherd,2,Sapphire Blue,2014,3,2.86,2.83,0.03,1.0,better
Gwendolyn Shepherd,3,Emerald Green,2016,3,2.75,2.83,-0.08,-3.0,worse
Hababam Sınıfı [Seri],1,The Chaos Class,1975,9,3.93,3.21,0.72,22.0,better
Hababam Sınıfı [Seri],2,The Chaos Class Failed the Class,1975,9,3.6,3.21,0.39,12.0,better
Hababam Sınıfı [Seri],3,The Chaos Class Is Waking Up,1976,9,3.59,3.21,0.38,12.0,better
Hababam Sınıfı [Seri],4,The Chaos Class Is on Vacation,1977,9,3.53,3.21,0.32,10.0,better
Hababam Sınıfı [Seri],5,The Chaos Class Is Fretting Over,1979,9,3.19,3.21,-0.02,-1.0,worse
Hababam Sınıfı [Seri],6,The Chaos Class: Bye Bye,1981,9,3.12,3.21,-0.09,-3.0,worse
Hababam Sınıfı [Seri],7,The Chaos Class Welcome,2004,9,2.61,3.21,-0.6,-19.0,worse
Hababam Sınıfı [Seri],8,The Chaos Class in the Military,2005,9,2.7,3.21,-0.51,-16.0,worse
Hababam Sınıfı [Seri],9,"The Class of Chaos 3,5",2006,9,2.59,3.21,-0.62,-19.0,worse
Habibie & Ainun,1,Habibie & Ainun,2012,3,3.38,3.33,0.05,2.0,better
Habibie & Ainun,2,Rudy Habibie,2016,3,3.34,3.33,0.01,0.0,better
Habibie & Ainun,3,Habibie & Ainun 3,2019,3,3.26,3.33,-0.07,-2.0,worse
Haikyu!!,1,Haikyuu!! The Movie: The End and the Beginning,2015,4,3.98,4.04,-0.06,-1.0,worse
Haikyu!!,2,Haikyuu!! Movie 2: Winners and Losers,2015,4,4.01,4.04,-0.03,-1.0,worse
Haikyu!!,3,Haikyuu!! Movie 3: Genius and Sense,2017,4,4.06,4.04,0.02,0.0,better
Haikyu!!,4,Haikyuu!! Movie 4: Battle of Concepts,2017,4,4.11,4.04,0.07,2.0,better
Halloweentown,1,Halloweentown,1998,4,3.11,2.75,0.36,13.0,better
Halloweentown,2,Halloweentown II: Kalabar's Revenge,2001,4,2.82,2.75,0.07,3.0,better
Halloweentown,3,Halloweentown High,2004,4,2.72,2.75,-0.03,-1.0,worse
Halloweentown,4,Return to Halloweentown,2006,4,2.36,2.75,-0.39,-14.0,worse
Hanzo the Razor,1,Hanzo the Razor: Sword of Justice,1972,3,3.13,3.26,-0.13,-4.0,worse
Hanzo the Razor,2,Hanzo the Razor: The Snare,1973,3,3.38,3.26,0.12,4.0,better
Hanzo the Razor,3,Hanzo the Razor: Who's Got the Gold?,1974,3,3.28,3.26,0.02,1.0,better
Harihar Nagar ,1,In Harihar Nagar,1990,3,3.6,3.29,0.31,9.0,better
Harihar Nagar ,2,2 Harihar Nagar,2009,3,3.15,3.29,-0.14,-4.0,worse
Harihar Nagar ,3,In Ghost House Inn,2010,3,3.11,3.29,-0.18,-5.0,worse
Harold & Kumar,1,Harold & Kumar Go to White Castle,2004,3,3.3,2.99,0.31,10.0,better
Harold & Kumar,2,Harold & Kumar Escape from Guantanamo Bay,2008,3,2.89,2.99,-0.1,-3.0,worse
Harold & Kumar,3,A Very Harold & Kumar Christmas,2011,3,2.78,2.99,-0.21,-7.0,worse
Harry & Meghan (Lifetime),1,Harry & Meghan: A Royal Romance,2018,3,2.55,2.72,-0.17,-6.0,worse
Harry & Meghan (Lifetime),2,Harry & Meghan: Becoming Royal,2019,3,2.79,2.72,0.07,3.0,better
Harry & Meghan (Lifetime),3,Harry and Meghan: Escaping the Palace,2021,3,2.83,2.72,0.11,4.0,better
Harry Palmer,1,The Ipcress File,1965,5,3.63,3.19,0.44,14.0,better
Harry Palmer,2,Funeral in Berlin,1966,5,3.41,3.19,0.22,7.0,better
Harry Palmer,3,Billion Dollar Brain,1967,5,3.06,3.19,-0.13,-4.0,worse
Harry Palmer,4,Bullet to Beijing,1995,5,2.94,3.19,-0.25,-8.0,worse
Harry Palmer,5,Midnight in Saint Petersburg,1996,5,2.89,3.19,-0.3,-9.0,worse
Harry Potter,1,Harry Potter and the Philosopher's Stone,2001,8,3.73,3.75,-0.02,-1.0,worse
Harry Potter,2,Harry Potter and the Chamber of Secrets,2002,8,3.56,3.75,-0.19,-5.0,worse
Harry Potter,3,Harry Potter and the Prisoner of Azkaban,2004,8,4.07,3.75,0.32,9.0,better
Harry Potter,4,Harry Potter and the Goblet of Fire,2005,8,3.78,3.75,0.03,1.0,better
Harry Potter,5,Harry Potter and the Order of the Phoenix,2007,8,3.62,3.75,-0.13,-3.0,worse
Harry Potter,6,Harry Potter and the Half-Blood Prince,2009,8,3.64,3.75,-0.11,-3.0,worse
Harry Potter,7,Harry Potter and the Deathly Hallows: Part 1,2010,8,3.67,3.75,-0.08,-2.0,worse
Harry Potter,8,Harry Potter and the Deathly Hallows: Part 2,2011,8,3.93,3.75,0.18,5.0,better
Has Fallen,1,Olympus Has Fallen,2013,3,2.72,2.61,0.11,4.0,better
Has Fallen,2,London Has Fallen,2016,3,2.48,2.61,-0.13,-5.0,worse
Has Fallen,3,Angel Has Fallen,2019,3,2.63,2.61,0.02,1.0,better
Hatchet,1,Hatchet,2006,4,2.86,2.78,0.08,3.0,better
Hatchet,2,Hatchet II,2010,4,2.77,2.78,-0.0,-0.0,equal
Hatchet,3,Hatchet III,2013,4,2.77,2.78,-0.0,-0.0,equal
Hatchet,4,Victor Crowley,2017,4,2.7,2.78,-0.07,-3.0,worse
Hell House LLC,1,Hell House LLC,2015,4,3.07,2.74,0.33,12.0,better
Hell House LLC,2,Hell House LLC II: The Abaddon Hotel,2018,4,2.41,2.74,-0.33,-12.0,worse
Hell House LLC,3,Hell House LLC III: Lake of Fire,2019,4,2.32,2.74,-0.42,-15.0,worse
Hell House LLC,4,Hell House LLC Origins: The Carmichael Manor,2023,4,3.17,2.74,0.43,16.0,better
Hellraiser,1,Hellraiser,1987,10,3.52,2.32,1.2,52.0,better
Hellraiser,2,Hellbound: Hellraiser II,1988,10,3.22,2.32,0.9,39.0,better
Hellraiser,3,Hellraiser III: Hell on Earth,1992,10,2.71,2.32,0.39,17.0,better
Hellraiser,4,Hellraiser: Bloodline,1996,10,2.37,2.32,0.05,2.0,better
Hellraiser,5,Hellraiser: Inferno,2000,10,2.37,2.32,0.05,2.0,better
Hellraiser,6,Hellraiser: Hellseeker,2002,10,2.05,2.32,-0.27,-12.0,worse
Hellraiser,7,Hellraiser: Deader,2005,10,1.82,2.32,-0.5,-22.0,worse
Hellraiser,8,Hellraiser: Hellworld,2005,10,1.9,2.32,-0.42,-18.0,worse
Hellraiser,9,Hellraiser: Revelations,2011,10,1.34,2.32,-0.98,-42.0,worse
Hellraiser,10,Hellraiser: Judgment,2018,10,1.89,2.32,-0.43,-19.0,worse
Henry Fool,1,Henry Fool,1997,3,3.69,3.41,0.28,8.0,better
Henry Fool,2,Fay Grim,2006,3,3.27,3.41,-0.14,-4.0,worse
Henry Fool,3,Ned Rifle,2014,3,3.28,3.41,-0.13,-4.0,worse
Henryk Sienkiewicz's Trilogy,1,Colonel Wolodyjowski,1969,3,3.47,3.53,-0.06,-2.0,worse
Henryk Sienkiewicz's Trilogy,2,The Deluge,1974,3,3.63,3.53,0.1,3.0,better
Henryk Sienkiewicz's Trilogy,3,With Fire and Sword,1999,3,3.5,3.53,-0.03,-1.0,worse
Herbie,1,The Love Bug,1968,6,3.24,2.76,0.48,17.0,better
Herbie,2,Herbie Rides Again,1974,6,2.87,2.76,0.1,4.0,better
Herbie,3,Herbie Goes to Monte Carlo,1977,6,2.89,2.76,0.12,4.0,better
Herbie,4,Herbie Goes Bananas,1980,6,2.59,2.76,-0.18,-7.0,worse
Herbie,5,The Love Bug,1997,6,2.64,2.76,-0.12,-4.0,worse
Herbie,6,Herbie Fully Loaded,2005,6,2.36,2.76,-0.41,-15.0,worse
Hercule Poirot (Kenneth Branagh),1,Murder on the Orient Express,2017,3,3.02,2.91,0.11,4.0,better
Hercule Poirot (Kenneth Branagh),2,Death on the Nile,2022,3,2.65,2.91,-0.26,-9.0,worse
Hercule Poirot (Kenneth Branagh),3,A Haunting in Venice,2023,3,3.06,2.91,0.15,5.0,better
Hercule Poirot (Peter Ustinov),1,Death on the Nile,1978,6,3.55,3.21,0.34,11.0,better
Hercule Poirot (Peter Ustinov),2,Evil Under the Sun,1982,6,3.47,3.21,0.26,8.0,better
Hercule Poirot (Peter Ustinov),3,Thirteen at Dinner,1985,6,3.1,3.21,-0.11,-3.0,worse
Hercule Poirot (Peter Ustinov),4,Dead Man's Folly,1986,6,3.16,3.21,-0.05,-2.0,worse
Hercule Poirot (Peter Ustinov),5,Murder in Three Acts,1986,6,3.11,3.21,-0.1,-3.0,worse
Hercule Poirot (Peter Ustinov),6,Appointment with Death,1988,6,2.89,3.21,-0.32,-10.0,worse
Hercules (TV Film),1,Hercules and the Amazon Women,1994,5,3.08,3.08,0.0,0.0,equal
Hercules (TV Film),2,Hercules and the Lost Kingdom,1994,5,3.09,3.08,0.01,0.0,better
Hercules (TV Film),3,Hercules and the Circle of Fire,1994,5,3.11,3.08,0.03,1.0,better
Hercules (TV Film),4,Hercules in the Underworld,1994,5,3.08,3.08,0.0,0.0,equal
Hercules (TV Film),5,Hercules in the Maze of the Minotaur,1994,5,3.02,3.08,-0.06,-2.0,worse
High School Musical,1,High School Musical,2006,3,3.1,3.08,0.02,1.0,better
High School Musical,2,High School Musical 2,2007,3,3.13,3.08,0.05,2.0,better
High School Musical,3,High School Musical 3: Senior Year,2008,3,3.02,3.08,-0.06,-2.0,worse
Highlander,1,Highlander,1986,5,3.31,2.3,1.01,44.0,better
Highlander,2,Highlander II: The Quickening,1991,5,2.11,2.3,-0.19,-8.0,worse
Highlander,3,Highlander III: The Sorcerer,1994,5,2.2,2.3,-0.1,-4.0,worse
Highlander,4,Highlander: Endgame,2000,5,2.2,2.3,-0.1,-4.0,worse
Highlander,5,Highlander: The Source,2007,5,1.7,2.3,-0.6,-26.0,worse
Home Alone,1,Home Alone,1990,4,3.76,2.62,1.14,44.0,better
Home Alone,2,Home Alone 2: Lost in New York,1992,4,3.4,2.62,0.78,30.0,better
Home Alone,3,Home Alone 3,1997,4,2.02,2.62,-0.6,-23.0,worse
Home Alone,4,Home Alone 4,2002,4,1.3,2.62,-1.32,-50.0,worse
Honey,1,Honey,2003,4,2.82,2.71,0.11,4.0,better
Honey,2,Honey 2,2011,4,2.43,2.71,-0.28,-10.0,worse
Honey,3,Honey 3: Dare to Dance,2016,4,2.79,2.71,0.08,3.0,better
Honey,4,Honey: Rise Up and Dance,2018,4,2.81,2.71,0.1,4.0,better
"Honey, I Shrunk the Kids",1,"Honey, I Shrunk the Kids",1989,3,3.14,2.7,0.44,16.0,better
"Honey, I Shrunk the Kids",2,"Honey, I Blew Up the Kid",1992,3,2.48,2.7,-0.22,-8.0,worse
"Honey, I Shrunk the Kids",3,"Honey, We Shrunk Ourselves",1997,3,2.47,2.7,-0.23,-9.0,worse
Hornblower,1,Hornblower: The Even Chance,1998,8,3.64,3.59,0.05,1.0,better
Hornblower,2,Hornblower: The Examination for Lieutenant,1998,8,3.6,3.59,0.01,0.0,better
Hornblower,3,Hornblower: The Duchess and the Devil,1999,8,3.56,3.59,-0.03,-1.0,worse
Hornblower,4,Hornblower: The Frogs and the Lobsters,1999,8,3.54,3.59,-0.05,-1.0,worse
Hornblower,5,Hornblower: Mutiny,2001,8,3.66,3.59,0.07,2.0,better
Hornblower,6,Hornblower: Retribution,2001,8,3.63,3.59,0.04,1.0,better
Hornblower,7,Hornblower: Loyalty,2003,8,3.6,3.59,0.01,0.0,better
Hornblower,8,Hornblower: Duty,2003,8,3.52,3.59,-0.07,-2.0,worse
Hostel,1,Hostel,2005,3,2.71,2.41,0.3,12.0,better
Hostel,2,Hostel: Part II,2007,3,2.69,2.41,0.28,12.0,better
Hostel,3,Hostel: Part III,2011,3,1.83,2.41,-0.58,-24.0,worse
Hotel Inferno,1,Hotel Inferno,2013,3,2.84,3.04,-0.2,-7.0,worse
Hotel Inferno,2,Hotel Inferno 2: The Cathedral of Pain,2017,3,3.12,3.04,0.08,3.0,better
Hotel Inferno,3,Hotel Inferno 3: The Castle of Screams,2020,3,3.15,3.04,0.11,4.0,better
Hotel Transylvania,1,Hotel Transylvania,2012,4,3.19,2.74,0.46,17.0,better
Hotel Transylvania,2,Hotel Transylvania 2,2015,4,2.84,2.74,0.1,4.0,better
Hotel Transylvania,3,Hotel Transylvania 3: Summer Vacation,2018,4,2.57,2.74,-0.17,-6.0,worse
Hotel Transylvania,4,Hotel Transylvania: Transformania,2022,4,2.34,2.74,-0.4,-15.0,worse
House,1,House,1985,4,3.01,2.64,0.37,14.0,better
House,2,House II: The Second Story,1987,4,2.76,2.64,0.12,5.0,better
House,3,The Horror Show,1989,4,2.63,2.64,-0.01,-0.0,worse
House,4,House IV,1992,4,2.17,2.64,-0.47,-18.0,worse
House Party,1,House Party,1990,5,3.24,2.82,0.42,15.0,better
House Party,2,House Party 2,1991,5,2.75,2.82,-0.07,-2.0,worse
House Party,3,House Party 3,1994,5,2.51,2.82,-0.31,-11.0,worse
House Party,4,House Party 4: Down to the Last Minute,2001,5,3.03,2.82,0.21,7.0,better
House Party,5,House Party: Tonight's the Night,2013,5,2.59,2.82,-0.23,-8.0,worse
House of Angels,1,House of Angels,1992,3,3.35,3.15,0.2,6.0,better
House of Angels,2,House of Angels: The Second Summer,1994,3,3.13,3.15,-0.02,-1.0,worse
House of Angels,3,House of Angels - Third Time Lucky,2010,3,2.97,3.15,-0.18,-6.0,worse
Housefull,1,Housefull,2010,4,2.77,2.37,0.4,17.0,better
Housefull,2,Housefull 2,2012,4,2.58,2.37,0.21,9.0,better
Housefull,3,Housefull 3,2016,4,2.15,2.37,-0.22,-9.0,worse
Housefull,4,Housefull 4,2019,4,1.98,2.37,-0.39,-16.0,worse
How I Unleashed World War II,1,"How I Unleashed World War II, Part I: The Escape",1970,3,3.64,3.64,-0.0,-0.0,equal
How I Unleashed World War II,2,"How I Unleashed World War II, Part II: Following the Arms",1970,3,3.65,3.64,0.01,0.0,better
